"Mean","Max","Min","Std","Index","Dataset","GroupLabel","Envelope_Min","Envelope_Max"
-0.185086452980355,-0.184447164660378,-0.185705481477322,0.000243632172994581,114,"Dataset 1","Little noise",-0.197268061630084,-0.172904844330626
-0.184395901253174,-0.183965061318847,-0.1850940855097,0.000240640833560492,115,"Dataset 1","Little noise",-0.196427942931199,-0.172363859575149
-0.183806606901765,-0.183110035565164,-0.184336236951109,0.000228848190368745,116,"Dataset 1","Little noise",-0.195249016420202,-0.172364197383328
-0.182825141266395,-0.182105825338033,-0.183366652285152,0.00022260552157971,117,"Dataset 1","Little noise",-0.193955417345381,-0.17169486518741
-0.181533764346452,-0.181106944019018,-0.182073307555915,0.000235670798883892,118,"Dataset 1","Little noise",-0.193317304290647,-0.169750224402257
-0.180513428252275,-0.179997496276143,-0.181199548400105,0.000264199572381725,119,"Dataset 1","Little noise",-0.193723406871361,-0.167303449633189
-0.179626619971508,-0.178906042706808,-0.180215607498305,0.000252430361894558,120,"Dataset 1","Little noise",-0.192248138066236,-0.16700510187678
-0.178900201685592,-0.178382232871307,-0.179431020183255,0.000243012075756392,121,"Dataset 1","Little noise",-0.191050805473412,-0.166749597897772
-0.178020924680843,-0.177434650063581,-0.178577806352966,0.000239189003573017,122,"Dataset 1","Little noise",-0.189980374859494,-0.166061474502192
-0.176849181648699,-0.176317334088203,-0.177318273537216,0.000225096903923008,123,"Dataset 1","Little noise",-0.188104026844849,-0.165594336452549
-0.176340857857738,-0.175791864877418,-0.177118699693919,0.000291160564971407,124,"Dataset 1","Little noise",-0.190898886106308,-0.161782829609168
-0.175217601837295,-0.174670210655275,-0.175749801144753,0.000227704950538699,125,"Dataset 1","Little noise",-0.18660284936423,-0.16383235431036
-0.174190215843008,-0.173702758179862,-0.174757415578617,0.00022962003177014,126,"Dataset 1","Little noise",-0.185671217431515,-0.162709214254501
-0.173130786128766,-0.172392813566816,-0.173765415364197,0.000290331328435575,127,"Dataset 1","Little noise",-0.187647352550545,-0.158614219706987
-0.172556755276765,-0.171856949908558,-0.173222906091109,0.000241295248992523,128,"Dataset 1","Little noise",-0.184621517726391,-0.160491992827139
-0.17182557058229,-0.171307532688619,-0.172411933797849,0.000278756471132024,129,"Dataset 1","Little noise",-0.185763394138891,-0.157887747025689
-0.170976715842574,-0.170468151846096,-0.171586325183999,0.000255948394731762,130,"Dataset 1","Little noise",-0.183774135579162,-0.158179296105986
-0.169888715647064,-0.169284250600768,-0.170618765116763,0.000235741224775788,131,"Dataset 1","Little noise",-0.181675776885853,-0.158101654408275
-0.169188714897196,-0.168580845064127,-0.169798299445914,0.000230096285819334,132,"Dataset 1","Little noise",-0.180693529188163,-0.157683900606229
-0.168241542560935,-0.167687320655269,-0.168847403054836,0.000190634345126956,133,"Dataset 1","Little noise",-0.177773259817283,-0.158709825304587
-0.167533217376272,-0.166934537724889,-0.168166131952557,0.000267492177484069,134,"Dataset 1","Little noise",-0.180907826250475,-0.154158608502069
-0.166819462874316,-0.166298880492683,-0.167541298730942,0.000271529586780861,135,"Dataset 1","Little noise",-0.180395942213359,-0.153242983535273
-0.166912494185439,-0.16635777769247,-0.167453144086829,0.000207010349821532,136,"Dataset 1","Little noise",-0.177263011676516,-0.156561976694362
-0.166443671275804,-0.165760673535513,-0.166955349668732,0.000246268053934523,137,"Dataset 1","Little noise",-0.17875707397253,-0.154130268579078
-0.165399493659907,-0.164858121907886,-0.166106583440017,0.000274241279090126,138,"Dataset 1","Little noise",-0.179111557614413,-0.151687429705401
-0.16488461812888,-0.164508397986833,-0.165540407697858,0.000220235965603426,139,"Dataset 1","Little noise",-0.175896416409051,-0.153872819848709
-0.164048616936317,-0.163590890952325,-0.164581495153786,0.00023312177998305,140,"Dataset 1","Little noise",-0.175704705935469,-0.152392527937165
-0.163103435141388,-0.162653918647046,-0.163706778341344,0.000244951996370888,141,"Dataset 1","Little noise",-0.175351034959932,-0.150855835322844
-0.162798988662153,-0.162244200166776,-0.163361110142117,0.000243959930327502,142,"Dataset 1","Little noise",-0.174996985178528,-0.150600992145778
-0.162571029175761,-0.162067142862611,-0.163107714250685,0.000251055082343457,143,"Dataset 1","Little noise",-0.175123783292934,-0.150018275058588
-0.161749797034327,-0.161043706268951,-0.162485897462348,0.000248008056625379,144,"Dataset 1","Little noise",-0.174150199865596,-0.149349394203058
