algorithm,scenarios,iteration,active_scenarios,lower_bound,upper_bound,gap,added_scenarios,ram_mb
benders,6,10,6,59287.436885996896,1.1487128291855454e6,0.9483879387601329,,1273.390625
benders,6,11,6,59761.94133040961,1.1487128291855454e6,0.947974863853719,,1273.75
benders,6,12,6,66981.57021933023,1.1487128291855454e6,0.941689891051567,,1273.90625
benders,6,13,6,66981.57021933023,1.1487128291855454e6,0.941689891051567,,1272.375
benders,6,14,6,66981.57021933023,1.1487128291855454e6,0.941689891051567,,1268.75
benders,6,15,6,67456.07466377468,1.1487128291855454e6,0.9412768161451255,,1267.890625
benders,6,16,6,74675.70355266248,367369.08700052986,0.7967283960575824,,1268.40625
benders,6,17,6,309768.09811164084,367369.08700052986,0.1567932385357431,,1268.625
benders,6,18,6,309934.17588941613,367369.08700052986,0.15634116517505064,,1268.96875
benders,6,19,6,309936.1758894186,367369.08700052986,0.15633572105883833,,1269.109375
benders,6,20,6,310237.29811164085,367369.08700052986,0.15551604887389747,,1269.46875
benders,6,21,6,310780.2003338631,367369.08700052986,0.15403823748085563,,1270.421875
benders,6,22,6,310928.3981116409,367369.08700052986,0.15363483451903492,,1270.875
benders,6,23,6,311259.62561464746,367369.08700052986,0.1527332140105973,,1271.5
benders,6,24,6,319609.0958894186,367369.08700052986,0.13000547079485855,,1272.65625
benders,6,25,6,319901.7292227519,367369.08700052986,0.1292089058587019,,1273.28125
benders,6,26,6,329546.7558894185,367369.08700052986,0.10295458286873735,,1274.359375
benders,6,27,6,333391.63255608553,367369.08700052986,0.09248860518387285,,1276.203125
benders,6,28,6,339286.33700052975,367369.08700052986,0.07644287718711391,,1276.65625
benders,6,29,6,339755.53700052976,367369.08700052986,0.07516568752526831,,1276.859375
benders,6,30,6,348531.1445279428,367369.08700052986,0.05127797394806003,,1276.484375
benders,6,31,6,352303.379222752,363958.2844294087,0.03202264024542412,,1277.328125
benders,6,32,6,356612.7423973315,363958.2844294087,0.02018237349253614,,1277.765625
benders,6,33,6,359613.7571544175,362833.8008544934,0.008874707076583355,,1278.5625
benders,6,34,6,360877.64590385766,362816.65312500286,0.005344317038478956,,1280.578125
benders,6,35,6,362221.380873515,362816.65312500286,0.001640697157528631,,1282.515625
benders,6,36,6,362530.5531250027,362816.65312500286,0.0007885525582553441,,1285.796875
ccg,6,1,3,111978.74770950888,1.1954092876108626e6,0.9063260183177803,4;2,1303.90625
ccg,6,2,5,120005.85583163926,154028.0981876889,0.22088335022075917,5,1197.53125
ccg,6,3,6,120005.85583163926,144403.10936546465,0.16895241134946967,,1146.046875
