folder_fcr_binding(8),folder_fcr_binding(6),folder_fcr_binding(5),folder_fcr_binding(7)
-0.08696513889148562,-0.4726896780686973,-0.8070631577399656,-0.18815647731365256
-0.08841582241895746,-0.47293030736841124,-0.8073483194301277,-0.18774145630256783
-0.08832495095544596,-0.47589353198018103,-0.80719704742253,-0.1877028550144971
-0.08830890888925919,-0.4772109807970809,-0.8055386042426241,-0.18683631566433775
-0.09149086242098954,-0.4877756941660884,-0.8043711056032116,-0.18500268584317678
-0.09139396420563271,-0.48597977380179086,-0.8036284686580702,-0.18332384545595787
-0.09259550203625569,-0.4841351709383103,-0.8033778403781464,-0.18260587751655602
-0.09087784326936146,-0.4831537553388089,-0.8034234808487319,-0.18047483904712844
-0.09333519982823506,-0.4893118662844716,-0.8068528445667893,-0.1832961510906263
-0.09193241741711855,-0.4904948732513781,-0.8052183362104636,-0.18094485184744824
-0.09513240311448495,-0.4891390126971535,-0.8140088962646399,-0.18045106302135827
-0.09276014225300927,-0.4877371489411921,-0.8128886819443077,-0.18111619024987033
-0.09431860218529892,-0.4895437175257158,-0.8137573020856402,-0.18010672240252343
-0.0957355540914173,-0.48757909833326835,-0.8142055152240332,-0.18122069332744836
-0.09379982657322528,-0.4848185858817225,-0.8154574725564697,-0.18143030499178828
-0.09154700096937657,-0.484661392677091,-0.8150436503223094,-0.18036219096074027
-0.09200987602501837,-0.4888051228063855,-0.8164026447510908,-0.17978121684866252
-0.09181643643083452,-0.4900053104111544,-0.8168706283504057,-0.18185032765879908
-0.09622128885844736,-0.4899791047493876,-0.8163888779843576,-0.18128241382729582
-0.09641879338554733,-0.49033643900677254,-0.8156545828967309,-0.1803965753578445
-0.09561720315544145,-0.48837622257685404,-0.8154541607898707,-0.17810754355962286
-0.09342760299012161,-0.4954176329318407,-0.8187510575732924,-0.17841287047144527
-0.09453092953259096,-0.4930559123865556,-0.8171741259976925,-0.17708114927187035
-0.0946992187917749,-0.4914763508176294,-0.8183248766508726,-0.18128554888973575
-0.09490174771687172,-0.5006607452658902,-0.8174126564226961,-0.18207988540966158
-0.09233983962283412,-0.501875677001588,-0.8170493388504747,-0.17984801832054753
-0.09072314182039447,-0.5016801483609227,-0.8172502820776221,-0.17798169548587586
-0.08963062092018942,-0.5021154203526494,-0.8210094366233727,-0.1775416379444447
-0.08809971211991197,-0.5024926052634585,-0.8204186273267748,-0.18174712689288253
-0.08828975864148646,-0.5022759622185848,-0.8210783786763812,-0.18425848024435346
-0.08583582113178853,-0.5018701154192873,-0.8214235553828214,-0.18480291381215072
-0.08520558429871587,-0.5016756685473542,-0.8215089284484033,-0.18332138509829543
-0.0825659797243824,-0.4992361600424751,-0.8200947198226574,-0.1812785070721786
-0.08411286579341974,-0.4985323816991309,-0.8227893724230927,-0.17929364154097677
-0.08156399329500996,-0.49721285778137464,-0.8210499547212018,-0.17624017485162174
-0.08049271095255098,-0.5003196460860098,-0.8216155538772797,-0.17312466755744071
-0.07897526183713634,-0.5017000027176847,-0.8213370058888723,-0.17242675179056757
-0.07816257410481665,-0.502258500492644,-0.8204926953735633,-0.17026950892319537
-0.07676939436310795,-0.5037205729450775,-0.8244433411330431,-0.16778389875377228
-0.08289024090101656,-0.5074102453068121,-0.8239985901085007,-0.16706670497065826
-0.08545377656492638,-0.5061186240531217,-0.8233188031507785,-0.1656011092038096
-0.08410393348578504,-0.5043763698198924,-0.8213270356015557,-0.1633871082605518
-0.0879079290223059,-0.5044674651514333,-0.8225721692566882,-0.1630328733810635
-0.08848778204922084,-0.5041292591623036,-0.8207262448808565,-0.1659897425825219
-0.08920653067286814,-0.5037830765752694,-0.8194459646973314,-0.1670747189462389
-0.09052473201951482,-0.505732921841557,-0.8194470252794112,-0.1692042868602913
-0.08830637137062451,-0.5042107908685778,-0.8213127514912678,-0.1713347582280109
-0.08755618577852488,-0.5029416588489087,-0.8242603176758908,-0.16914536768516672
-0.08702630316623233,-0.505173538289764,-0.8249254966280938,-0.16671915166309026
-0.08676659123065118,-0.5048488541232785,-0.8246918672509195,-0.16519447250327168
-0.08635074789767617,-0.5041222462771899,-0.826486408982846,-0.1623185508156884
-0.08826351887167895,-0.5079714293476351,-0.8260142107054245,-0.16323306617372818
-0.08998572840960292,-0.5073442427778199,-0.8273190399341286,-0.16302762642288574
-0.08744969090725348,-0.5059848226315494,-0.8289688002519877,-0.16514732673323504
-0.08508323165192096,-0.5053803185690656,-0.8301312373554935,-0.16500159454819804
-0.08441795424359157,-0.5034995046205715,-0.8320723650256417,-0.1698383287144017
-0.08308838623134429,-0.5095578082987013,-0.8306506958845539,-0.17942371750410402
-0.08405890645514455,-0.5092714138599155,-0.8299794206008856,-0.178589882266155
-0.08136541762209569,-0.5088218677950462,-0.8322029195441221,-0.17656278330830802
-0.08002897505978421,-0.5066530937042046,-0.8324446749585692,-0.17424854738923545
-0.07919733619424951,-0.5045133221672067,-0.8338062363158933,-0.1747462778565531
-0.08309478973157992,-0.5016213254786971,-0.8328678877279675,-0.17303939486424347
-0.0805593956911764,-0.5003759499612849,-0.8320247099255192,-0.17225941809209314
-0.07972378564865926,-0.49970474360284073,-0.830694851440266,-0.17051627062012722
-0.07843456504932479,-0.49877365993981115,-0.8307464691366039,-0.17003824333149406
-0.07779300288090632,-0.4995703771653078,-0.8290576495795228,-0.16700316687355143
